Property_ID,City,Location,BHK,Bathrooms,Size_in_SqFt,Age_of_Property,Parking,Floor,Total_Floors,Furnishing,Distance_to_Metro_km,School_Rating,Hospital_Distance_km,Crime_Index,Price_in_Lakhs
2589,Bengaluru,HSR Layout,5,6,2527,22,2,11,23,Unfurnished,10.6,4.6,6,7.4,261.9
2590,Pune,Baner,4,5,2236,24,3,24,27,Semi-Furnished,2.7,3.1,2.9,5.5,200.2
2591,Bengaluru,Indiranagar,4,5,1832,15,2,20,28,Unfurnished,5.7,3,2.4,7.1,200.1
2592,Hyderabad,Kondapur,2,1,1142,10,3,0,28,Furnished,8.1,4.4,5.2,6.6,117.1
2593,Pune,Hinjewadi,5,6,3116,11,2,14,26,Furnished,6,4.8,2.8,1.7,281.2
2594,Hyderabad,Gachibowli,5,5,2780,12,1,4,26,Semi-Furnished,12.6,3.2,1.1,1.2,281.7
2595,Chennai,Anna Nagar,5,5,2499,16,2,19,30,Semi-Furnished,5,3.4,2.9,8.2,238
2596,Pune,Kharadi,5,5,2405,14,3,11,26,Semi-Furnished,5,4.7,4,8.7,219.5
2597,Chennai,Velachery,3,2,1699,5,2,17,28,Furnished,6.4,4.5,6.8,1.5,158.8
2598,Chennai,Velachery,2,3,1503,24,1,8,24,Semi-Furnished,11.5,5,2.8,2.5,116.3
2599,Pune,Kharadi,3,2,1641,1,1,16,26,Semi-Furnished,0.8,2.5,4.6,7.8,137.4
2600,Hyderabad,Madhapur,3,3,2199,18,2,10,20,Unfurnished,10.5,3.4,5.7,2.8,186.4
2601,Pune,Kharadi,2,2,1064,19,2,2,18,Semi-Furnished,10.9,4.4,0.5,1.5,85.9
2602,Hyderabad,Kukatpally,2,2,1169,13,0,7,7,Semi-Furnished,3,2.9,1.7,4.4,86.1
2603,Bengaluru,HSR Layout,5,4,3424,3,0,2,20,Furnished,12.1,2.6,2.2,9.9,390.7
2604,Bengaluru,Whitefield,5,5,3445,9,0,20,21,Semi-Furnished,6.4,4.5,3.6,7,357.3
2605,Bengaluru,Whitefield,2,3,1466,17,0,5,28,Semi-Furnished,1.2,4,7.5,5.4,158.3
2606,Pune,Kharadi,4,5,2731,7,3,14,15,Semi-Furnished,5.5,3.2,5.1,1.5,231.3
2607,Hyderabad,Miyapur,3,3,1763,11,0,0,8,Unfurnished,9.4,3.9,3.2,3.1,105.5
2608,Bengaluru,HSR Layout,2,2,1568,2,1,2,16,Semi-Furnished,9.9,3.3,6,1.3,157
2609,Pune,Baner,1,2,520,25,3,3,5,Semi-Furnished,10.8,3.3,8,7.7,21.1
2610,Pune,Kharadi,2,1,1330,9,1,8,28,Semi-Furnished,6.9,4.7,7.2,5.1,96.4
2611,Chennai,OMR,4,4,3489,15,1,5,16,Semi-Furnished,2.5,4.4,6.3,4.3,260.5
2612,Pune,Kharadi,1,1,641,17,1,8,22,Semi-Furnished,11.5,4,1,7,44.8
2613,Chennai,Porur,3,2,2136,21,2,18,24,Unfurnished,10.7,4,2.7,8.3,117
2614,Chennai,Anna Nagar,4,4,3371,10,1,9,12,Unfurnished,4,4.9,1.6,8.9,285
2615,Pune,Kharadi,5,5,3602,8,3,0,5,Semi-Furnished,7.2,3.7,5.6,7.9,285.9
2616,Chennai,Tambaram,4,3,3333,19,1,15,18,Unfurnished,9.7,3.4,0.6,2.2,172.7
2617,Hyderabad,Gachibowli,3,2,2295,15,0,15,25,Unfurnished,10.6,3.6,5.5,2,178.7
2618,Chennai,OMR,4,4,3442,21,0,8,17,Semi-Furnished,5,2.9,3,6.8,241.8
2619,Bengaluru,HSR Layout,5,6,4256,21,2,5,7,Semi-Furnished,6.5,4.7,4.3,5.6,452
2620,Pune,Hinjewadi,3,3,2201,21,3,6,7,Semi-Furnished,14.8,4.7,7.8,6.1,153.3
2621,Bengaluru,Indiranagar,3,4,2659,0,2,11,23,Semi-Furnished,10.5,2.8,7.3,3,301.7
2622,Pune,Wakad,2,2,1167,11,0,4,21,Semi-Furnished,9.2,2.7,1.3,9.5,73.8
2623,Pune,Hadapsar,4,4,2942,24,3,15,23,Semi-Furnished,8,3.9,6.7,6.6,202.6
2624,Bengaluru,Whitefield,5,6,3169,1,2,7,10,Semi-Furnished,4,3,4.7,8.5,330.5
2625,Chennai,Porur,1,2,578,4,1,0,5,Unfurnished,4.4,4,5.8,1.1,49.7
2626,Bengaluru,Whitefield,5,4,4307,13,1,0,19,Furnished,5.6,3.4,6.6,1,465.4
2627,Bengaluru,HSR Layout,1,2,546,11,3,6,20,Semi-Furnished,5.4,3.6,3.3,7.6,56.8
2628,Chennai,OMR,1,1,900,0,0,11,11,Unfurnished,3.2,3,1.3,7.9,54.3
2629,Pune,Baner,4,4,3332,25,2,3,9,Semi-Furnished,12.6,2.7,4.6,7.2,240.7
2630,Bengaluru,Marathahalli,1,2,888,21,2,21,21,Furnished,14.5,4.2,4.6,2.8,74.6
2631,Hyderabad,Gachibowli,1,1,707,24,0,15,19,Semi-Furnished,0.6,4.8,5.2,4.8,64.1
2632,Pune,Hadapsar,3,4,1708,16,0,7,25,Unfurnished,14.3,3.3,4.3,4,94.2
2633,Pune,Hadapsar,1,1,791,21,2,1,5,Semi-Furnished,3.4,4.1,1.8,7.7,52.6
2634,Bengaluru,Electronic City,3,3,2267,22,2,14,18,Furnished,8.8,3.4,6.6,8.5,189.6
2635,Hyderabad,Kondapur,4,5,2937,1,3,2,30,Unfurnished,12.9,3.5,1.5,8.6,239.7
2636,Hyderabad,Miyapur,3,3,2577,16,1,16,21,Furnished,13.7,4.8,0.9,2.1,182.8
2637,Pune,Kharadi,4,4,2976,2,1,2,17,Semi-Furnished,5.4,3.5,3,5.6,256.4
2638,Bengaluru,Indiranagar,1,1,786,8,0,9,9,Semi-Furnished,12.9,4,2.6,7,80.4
2639,Chennai,Anna Nagar,4,5,3507,25,3,2,17,Semi-Furnished,3.7,3.9,6.8,4.1,300.6
2640,Hyderabad,Miyapur,1,1,754,11,3,14,28,Semi-Furnished,2.3,3,5.7,9.8,52.4
2641,Chennai,Porur,2,3,1726,0,0,9,23,Unfurnished,9.6,2.6,3.2,6.1,94.7
2642,Bengaluru,Indiranagar,1,2,723,1,3,0,9,Semi-Furnished,0.6,4.6,2,6.7,100.7
2643,Hyderabad,Gachibowli,2,1,1676,18,3,15,17,Semi-Furnished,3.5,2.9,0.4,6.8,145.8
2644,Chennai,Porur,2,3,1270,13,3,3,5,Semi-Furnished,8.8,4.2,3,6.9,84.7
2645,Chennai,Velachery,5,6,4253,15,0,8,15,Semi-Furnished,6.9,4,0.9,3.3,328.7
2646,Chennai,Anna Nagar,4,5,3328,7,0,11,29,Semi-Furnished,7.6,3.8,0.7,2.4,292
2647,Hyderabad,Madhapur,5,5,3980,13,1,8,15,Furnished,11.7,4.7,5.6,6.1,391
2648,Chennai,OMR,1,1,647,3,2,14,24,Semi-Furnished,0.4,2.6,7.4,7,60.3
2649,Hyderabad,Kukatpally,2,2,1163,12,3,22,29,Unfurnished,4.8,3.7,2.2,4.6,90.9
2650,Hyderabad,Miyapur,5,5,2678,6,0,16,23,Semi-Furnished,8.7,3.7,4.3,2.3,195.2
2651,Hyderabad,Kondapur,3,3,2459,20,2,25,25,Semi-Furnished,5.5,2.7,1,9.1,201.6
2652,Bengaluru,Electronic City,5,5,2308,18,2,10,10,Semi-Furnished,1.1,3,4.6,6.6,217.9
2653,Hyderabad,Madhapur,2,2,1471,17,3,13,26,Furnished,6,3.6,8,4.5,135.6
2654,Chennai,OMR,2,2,917,20,1,19,23,Furnished,7.2,3,3.9,3.6,73.4
2655,Bengaluru,Whitefield,5,4,4341,6,3,2,12,Semi-Furnished,8.6,3,5.1,7.2,422.2
2656,Hyderabad,Madhapur,4,5,2296,16,1,3,5,Unfurnished,14,3.9,4.5,2.1,193.4
2657,Hyderabad,Gachibowli,4,5,1915,10,3,12,19,Furnished,7.5,4,7.9,8,221.8
2658,Bengaluru,Whitefield,2,1,1059,16,3,14,15,Unfurnished,5.5,4.1,7.3,3.1,107.2
2659,Bengaluru,Indiranagar,1,2,674,15,3,2,8,Unfurnished,9,4.2,1.6,3.9,79.3
2660,Pune,Hinjewadi,2,3,1188,18,3,8,20,Semi-Furnished,1.6,4.4,2.7,5.1,113.5
2661,Chennai,Tambaram,3,3,2411,17,1,4,15,Semi-Furnished,9.9,4.9,4.7,1.4,135
2662,Chennai,OMR,1,1,611,23,3,7,20,Semi-Furnished,8.2,3.4,2.8,4.9,40.1
2663,Pune,Hinjewadi,3,2,2197,24,0,17,24,Unfurnished,11.1,5,6.9,3,139.4
2664,Hyderabad,Madhapur,4,4,2842,13,0,10,12,Unfurnished,11.2,3.4,1.9,3.2,230.6
2665,Bengaluru,HSR Layout,3,3,1633,8,2,1,19,Semi-Furnished,4.9,4.7,2.9,5.2,195.4
2666,Bengaluru,Indiranagar,2,1,1743,20,1,5,30,Furnished,14.9,4.3,7.3,5.2,184.4
2667,Pune,Wakad,5,6,4145,23,2,13,20,Semi-Furnished,2.9,4.7,2,5.2,296.8
2668,Chennai,Anna Nagar,4,5,3340,22,1,16,18,Unfurnished,14.9,3,1.2,6.5,239.9
2669,Chennai,OMR,2,2,1042,16,0,27,29,Semi-Furnished,5.4,4.2,2.2,7.6,85.9
2670,Chennai,Anna Nagar,3,3,1919,2,1,7,15,Unfurnished,11.5,2.6,2.1,4.6,144.3
2671,Bengaluru,Marathahalli,2,3,1386,6,2,9,26,Furnished,0.3,5,4.8,7.8,163.9
2672,Chennai,Tambaram,1,2,874,25,3,4,25,Unfurnished,2.4,4.3,3.1,5.7,43.4
2673,Pune,Hadapsar,3,4,1948,20,1,7,14,Semi-Furnished,10.3,3.8,7,5.8,120.1
2674,Bengaluru,Electronic City,5,6,2975,16,2,14,17,Furnished,10,3.5,0.9,2.8,271.4
2675,Chennai,Tambaram,1,1,690,5,3,8,9,Semi-Furnished,3.7,3,7.2,3.8,36.8
2676,Chennai,Tambaram,3,2,2643,2,3,7,30,Unfurnished,9.8,3.1,8,1.3,149.8
2677,Hyderabad,Gachibowli,4,5,2281,24,3,5,18,Furnished,14.6,3.8,3.1,3.9,227.1
2678,Hyderabad,Miyapur,3,4,2610,12,1,9,10,Semi-Furnished,11.5,2.8,0.3,3.8,166.5
2679,Hyderabad,Kukatpally,4,3,3315,21,0,6,10,Furnished,4.6,4,5.2,5,254.6
2680,Chennai,Velachery,5,4,3805,4,2,1,13,Furnished,6.4,4.1,4.5,3.6,332.8
2681,Bengaluru,HSR Layout,1,2,628,1,1,8,26,Unfurnished,3.3,3.8,1.8,3.4,74.1
2682,Hyderabad,Kukatpally,1,1,778,0,3,5,29,Semi-Furnished,5.7,2.9,5.4,1.2,62.3
2683,Hyderabad,Kukatpally,4,5,1993,8,2,3,12,Semi-Furnished,11.7,3.7,0.9,5.1,170.6
2684,Chennai,Anna Nagar,1,1,738,25,1,12,14,Semi-Furnished,2.8,2.5,6.3,5.6,51.1
2685,Hyderabad,Kondapur,2,1,1421,18,2,1,9,Furnished,13.1,3.9,1.2,8.3,111.9
2686,Pune,Wakad,3,2,2020,24,0,7,20,Furnished,2.2,4.4,4.9,3.1,156
2687,Bengaluru,Whitefield,2,2,1274,1,1,8,20,Semi-Furnished,12.2,4.5,2.1,3.1,143.7
2688,Chennai,OMR,2,3,1557,12,2,3,13,Semi-Furnished,9,2.9,5.9,7.8,109.2
2689,Hyderabad,Madhapur,2,1,1435,13,2,4,8,Semi-Furnished,9.9,4.6,4.8,1.4,127
2690,Hyderabad,Kondapur,1,1,793,16,3,3,26,Semi-Furnished,0.6,3.3,4.6,9.2,64.7
2691,Bengaluru,Whitefield,1,1,697,8,2,7,13,Semi-Furnished,3.6,2.8,0.9,2.1,84.9
2692,Hyderabad,Gachibowli,2,2,1265,12,2,12,21,Semi-Furnished,14,4.4,4,8,113.3
2693,Pune,Kharadi,1,2,519,7,3,1,17,Semi-Furnished,12.8,4.5,2.3,2.3,51.4
2694,Hyderabad,Madhapur,4,4,2826,20,1,4,16,Semi-Furnished,10.2,4,2.5,3.8,258.5
2695,Chennai,OMR,4,3,2080,12,2,14,20,Semi-Furnished,10.4,3.6,4.6,9.5,161.2
2696,Bengaluru,Whitefield,4,4,2619,15,0,10,19,Unfurnished,12.5,3.9,2.2,3.2,235.6
2697,Chennai,Velachery,5,5,3151,0,1,24,24,Furnished,3.8,3.4,6,8.9,273.5
2698,Chennai,Velachery,2,3,1800,7,2,27,27,Unfurnished,1.4,4,4.9,8.5,129.7
2699,Chennai,Anna Nagar,4,4,3176,20,3,1,19,Unfurnished,8.9,4,4.7,4.8,250.6
2700,Chennai,Anna Nagar,4,4,2977,15,3,9,12,Semi-Furnished,11.7,2.6,1.8,7.2,239.8
2701,Pune,Wakad,4,3,1904,16,0,12,14,Unfurnished,10.2,4.9,2.7,6.6,127
2702,Bengaluru,Whitefield,4,4,3448,3,3,14,26,Furnished,10.2,3.6,7.4,6.3,366
2703,Pune,Wakad,2,3,1153,9,0,0,8,Unfurnished,12.9,3.6,4.6,7.4,67
2704,Hyderabad,Madhapur,4,4,3457,15,1,2,22,Semi-Furnished,2.3,4.4,6.8,2.5,321.9
2705,Chennai,Velachery,3,2,2629,12,0,16,25,Unfurnished,10.8,3.4,8,8,166
2706,Bengaluru,Indiranagar,2,1,1623,25,2,7,11,Furnished,3.2,3.8,3.1,4.6,191.2
2707,Pune,Hinjewadi,4,4,2322,17,0,11,13,Semi-Furnished,0.3,4.4,2.4,8.1,190.9
2708,Hyderabad,Madhapur,2,1,952,23,3,12,14,Unfurnished,11.6,4,1.5,4.7,78.4
2709,Bengaluru,Marathahalli,5,5,3501,4,3,11,11,Unfurnished,14.9,4.3,4.7,7.7,283.8
2710,Chennai,OMR,5,6,3048,25,3,10,18,Furnished,6.8,4.8,4.2,8.5,260.9
2711,Bengaluru,Indiranagar,1,1,879,22,2,9,11,Semi-Furnished,2.3,4.1,4.8,8.2,96.2
2712,Pune,Kharadi,1,1,549,22,3,5,5,Unfurnished,4.5,3.1,0.5,1.6,50.5
2713,Chennai,Tambaram,1,1,600,3,1,6,8,Semi-Furnished,12.7,3.7,1.4,8,20
2714,Hyderabad,Madhapur,4,5,2010,14,3,11,11,Furnished,0.3,4.7,6.2,2.6,240.6
2715,Bengaluru,Marathahalli,5,4,3454,6,0,13,20,Semi-Furnished,2.2,4.7,6.8,4.9,316.9
2716,Chennai,Anna Nagar,2,1,1305,20,1,2,23,Semi-Furnished,4.8,3.6,7.1,2.1,105.6
2717,Chennai,Tambaram,4,4,3138,1,1,0,18,Semi-Furnished,13.6,3.3,6.4,4.2,184.8
2718,Bengaluru,Indiranagar,1,1,581,0,3,1,12,Furnished,2.5,4.4,0.7,8.3,88.3
2719,Pune,Kharadi,4,4,2386,20,0,7,15,Semi-Furnished,2.8,2.9,7.8,2,201.4
2720,Chennai,Velachery,3,3,1691,16,3,7,7,Semi-Furnished,0.4,3.9,0.8,9.8,144.4
2721,Chennai,Tambaram,2,2,1018,7,3,25,29,Semi-Furnished,8.5,4.8,5.3,4.5,71.3
2722,Chennai,Velachery,4,3,2445,3,0,0,19,Furnished,5.3,3.4,4.1,4.3,220.6
2723,Chennai,OMR,5,6,4427,15,2,1,14,Unfurnished,3,4.8,4.8,8.5,314
2724,Pune,Wakad,3,4,2572,4,3,5,12,Semi-Furnished,0.7,4.1,2.9,4.1,201.3
2725,Pune,Hadapsar,4,4,1954,18,1,16,20,Unfurnished,5.2,2.7,7.8,5.1,121.7
2726,Chennai,Anna Nagar,5,4,2520,19,3,5,18,Unfurnished,14.1,3.5,1,3.5,206.5
2727,Chennai,Velachery,4,4,2308,4,1,4,9,Furnished,11.7,2.6,5.5,1.9,205.2
2728,Hyderabad,Kondapur,5,4,2937,18,3,4,7,Unfurnished,12.6,4,7.7,3.3,232.7
2729,Chennai,Porur,1,1,655,16,0,19,20,Unfurnished,11,3.8,0.4,5.6,33.3
2730,Hyderabad,Kondapur,5,4,4488,3,2,1,5,Unfurnished,10.7,2.6,8,6,341.5
2731,Hyderabad,Kondapur,4,4,2498,20,3,25,30,Semi-Furnished,0.8,3,1.1,3.1,222.3
2732,Pune,Kharadi,5,5,3962,0,1,2,25,Unfurnished,14.3,3.2,3.6,5,284.2
2733,Chennai,Velachery,5,4,2860,22,2,16,23,Furnished,6.1,2.9,3.8,8.3,237
2734,Chennai,Porur,3,2,1702,12,0,4,23,Unfurnished,3.5,4.3,2.3,4.9,110.7
2735,Chennai,Tambaram,1,2,650,11,3,20,21,Unfurnished,0.5,4.9,5.1,8.6,47.1
2736,Pune,Baner,1,2,588,11,0,12,21,Unfurnished,10.9,4.8,7.1,2.7,51.7
2737,Bengaluru,HSR Layout,1,2,525,8,3,8,17,Unfurnished,3,2.7,2,8.8,55
2738,Chennai,Tambaram,3,3,2464,12,0,0,21,Semi-Furnished,12.9,3,2.2,9,116.3
2739,Bengaluru,Electronic City,3,3,1638,21,3,16,21,Semi-Furnished,8.3,3.8,4.8,1.1,144.4
2740,Chennai,Tambaram,5,5,2978,11,3,4,30,Furnished,6.6,2.9,2.1,5.8,198
2741,Bengaluru,Indiranagar,3,3,1870,3,1,23,24,Semi-Furnished,11.3,3.4,2.9,9.9,216.4
2742,Hyderabad,Madhapur,2,1,990,14,3,0,7,Semi-Furnished,8.5,3.4,7.3,2.2,87.7
2743,Chennai,Anna Nagar,4,4,3391,11,1,1,13,Furnished,12.6,3.2,2.2,1.7,315.5
2744,Bengaluru,HSR Layout,1,2,879,21,3,18,19,Semi-Furnished,13.3,3.6,4,7.7,74.6
2745,Bengaluru,Whitefield,1,1,788,1,2,4,5,Unfurnished,3.9,4.4,6.8,2.6,75
2746,Hyderabad,Miyapur,4,5,3257,15,2,7,25,Unfurnished,14,4.8,1.4,3.9,205.3
2747,Bengaluru,HSR Layout,3,3,2087,24,3,14,20,Semi-Furnished,6.9,3.1,3.7,4.1,211
2748,Hyderabad,Miyapur,5,5,3014,2,0,8,14,Semi-Furnished,14.9,3.1,3.2,5.8,208.4
2749,Pune,Hadapsar,4,4,2161,25,0,23,29,Semi-Furnished,4.4,3.3,5.6,7.2,147.6
2750,Bengaluru,Electronic City,5,5,4081,24,3,3,6,Semi-Furnished,14.3,4.6,5.6,2.6,322.8
2751,Bengaluru,Whitefield,2,2,1217,13,0,15,18,Semi-Furnished,4.5,4.4,3.7,5.1,129.8
2752,Hyderabad,Miyapur,5,6,3131,22,3,2,28,Furnished,13.1,3.3,5.8,8,220.9
2753,Bengaluru,Whitefield,1,1,833,14,1,10,12,Semi-Furnished,9.5,2.7,2.5,2.9,69.9
2754,Pune,Wakad,4,4,2834,25,3,9,16,Semi-Furnished,8.5,4.1,4.1,5.2,190.1
2755,Pune,Hadapsar,2,2,920,1,0,0,5,Unfurnished,4,3.8,3.4,4.7,64.8
2756,Bengaluru,Electronic City,1,1,700,10,2,4,8,Furnished,11.6,4.4,4.7,4.6,49.4
2757,Hyderabad,Miyapur,1,1,815,8,2,15,21,Furnished,4.2,4.1,4,7.1,64.4
2758,Pune,Kharadi,3,3,2618,9,1,2,6,Unfurnished,2,3.7,6,1.6,200.8
2759,Chennai,Velachery,2,2,1137,13,3,14,16,Semi-Furnished,7.6,3,7.3,8.1,73.3
2760,Chennai,Porur,4,4,1898,6,0,2,5,Semi-Furnished,8.9,4,2.3,5.2,140.8
2761,Bengaluru,Marathahalli,1,2,493,21,0,8,20,Furnished,6,4.3,3.5,7.9,49.3
2762,Chennai,Tambaram,2,1,1370,3,1,12,14,Unfurnished,6,3.8,6.5,8,77.6
2763,Bengaluru,HSR Layout,3,3,2142,18,2,4,27,Furnished,5,3.6,6,4.4,241.4
2764,Hyderabad,Kukatpally,5,4,2476,21,3,8,10,Semi-Furnished,9.9,3.2,3.9,4.5,199
2765,Pune,Hinjewadi,2,3,990,8,1,12,26,Semi-Furnished,3.7,4.4,3.3,8.7,99
2766,Chennai,Tambaram,3,3,1806,18,0,10,23,Unfurnished,9.2,3.3,7.1,4.6,101.1
2767,Hyderabad,Kukatpally,2,3,1048,22,0,1,30,Semi-Furnished,1.3,3.1,3.7,5.2,85.3
2768,Hyderabad,Kondapur,5,4,2620,6,2,27,29,Furnished,3.1,4.8,5.9,7.7,279.9
2769,Bengaluru,Marathahalli,4,4,2127,15,1,25,29,Semi-Furnished,8.8,3.9,3.7,5.2,190
2770,Chennai,Anna Nagar,5,4,4192,2,1,18,27,Furnished,5.9,4.4,7.5,3.9,403.2
2771,Bengaluru,Indiranagar,1,1,786,4,1,11,11,Furnished,3.3,2.8,4.2,2.8,106.3
2772,Pune,Hinjewadi,2,1,1155,13,2,5,7,Semi-Furnished,1.4,2.8,5,1.6,89.6
2773,Chennai,OMR,5,5,3944,24,0,13,20,Semi-Furnished,13.6,3.3,4.9,2.4,274.4
2774,Chennai,Velachery,5,5,4258,21,0,6,18,Unfurnished,10.1,4.4,4.5,8.8,274.6
2775,Bengaluru,HSR Layout,3,3,2462,14,3,5,8,Semi-Furnished,3.1,4.5,4.9,4.7,270.5
2776,Bengaluru,Indiranagar,5,5,4293,8,3,10,13,Semi-Furnished,0.7,4.2,7.2,3.2,507.3
2777,Hyderabad,Miyapur,3,2,2427,17,0,15,22,Semi-Furnished,11.2,4.5,7.6,7.8,147.8
2778,Chennai,Porur,1,1,613,16,0,0,8,Semi-Furnished,9.7,4.7,6.6,5.4,29.8
2779,Chennai,Anna Nagar,4,5,1962,18,1,17,19,Furnished,11,4.9,3.2,8.5,201.5
2780,Chennai,Tambaram,3,3,1799,7,2,14,19,Unfurnished,8.7,4.9,1.8,5.3,122.5
2781,Bengaluru,HSR Layout,4,4,2828,3,0,0,16,Unfurnished,7.4,3,7.1,5.5,272.7
2782,Chennai,OMR,3,3,1586,19,2,2,5,Furnished,0.3,3.7,6.1,1.2,142.8
2783,Pune,Wakad,5,4,3354,11,3,7,19,Furnished,6.3,2.5,4.4,7.7,253.1
2784,Hyderabad,Miyapur,5,4,4048,24,2,7,20,Semi-Furnished,5.6,4,5.3,5.7,265.1
2785,Chennai,Porur,5,5,3733,14,0,1,12,Semi-Furnished,9.3,3.1,2.3,9.6,237.4
2786,Pune,Hinjewadi,4,4,3529,18,2,5,10,Semi-Furnished,7.3,3.7,2.1,6.8,252.9
2787,Bengaluru,Marathahalli,3,4,2260,11,3,1,7,Furnished,11.4,4.6,3.9,4.4,226.3
2788,Bengaluru,HSR Layout,2,1,1554,24,0,2,6,Semi-Furnished,4.9,3.4,1.2,3.1,150
2789,Chennai,Anna Nagar,1,1,823,18,0,7,23,Unfurnished,13.9,3.2,1.3,6.9,47.8
2790,Hyderabad,Madhapur,2,2,1152,1,3,7,15,Unfurnished,13.2,3,5.8,6.5,93.7
2791,Hyderabad,Miyapur,4,4,2831,5,0,12,24,Furnished,8,3.9,6.2,3.9,211
2792,Bengaluru,Indiranagar,2,3,1772,13,1,4,6,Furnished,6.9,4,6.6,7.5,218.6
2793,Pune,Kharadi,1,2,786,18,3,10,21,Furnished,14.6,4.5,6.1,7.2,49.5
2794,Chennai,OMR,4,4,3030,12,1,23,24,Furnished,11.6,2.6,0.9,9.4,227.7
2795,Bengaluru,HSR Layout,4,4,2102,14,1,9,16,Semi-Furnished,0.4,4.1,5.5,7.6,241.7
2796,Hyderabad,Gachibowli,4,5,2454,6,3,4,10,Furnished,4.9,2.7,7.1,8.1,271.5
2797,Pune,Hinjewadi,5,5,2279,15,2,10,27,Semi-Furnished,10.4,4.5,3.1,7.7,190.2
2798,Pune,Wakad,4,4,3582,19,2,6,6,Semi-Furnished,10.5,2.6,0.9,2.7,229.8
2799,Pune,Kharadi,2,1,1698,4,0,12,15,Semi-Furnished,8.4,4.5,6.7,2.6,138.7
2800,Chennai,Velachery,4,4,2028,9,1,1,14,Unfurnished,1.7,3.1,7,4.8,154.9
2801,Hyderabad,Miyapur,3,3,1418,13,2,16,26,Unfurnished,12.9,4.4,6.2,9.4,85.8
2802,Bengaluru,HSR Layout,5,6,3993,10,3,3,6,Semi-Furnished,5.7,4.8,4.6,5,437.2
2803,Chennai,Anna Nagar,1,1,613,23,3,4,20,Semi-Furnished,0.4,2.6,2.8,8.4,52.4
2804,Hyderabad,Gachibowli,5,5,3582,16,3,3,9,Semi-Furnished,7.7,4.4,6.3,6.7,336.3
2805,Hyderabad,Madhapur,3,2,1383,25,2,5,7,Unfurnished,7.1,4.9,6.2,6.2,110.9
2806,Pune,Hinjewadi,5,4,4003,24,0,5,7,Semi-Furnished,9.5,4.9,1,6.8,285.1
2807,Chennai,Tambaram,3,2,1436,1,2,9,15,Unfurnished,9.7,4,1.3,5.3,92.1
2808,Hyderabad,Kukatpally,3,3,2627,7,2,11,18,Semi-Furnished,12.8,4.1,4.2,1.4,194.2
2809,Pune,Wakad,5,5,3902,9,3,2,9,Semi-Furnished,5,3.8,6,5.4,285.7
2810,Bengaluru,HSR Layout,3,2,1957,20,1,4,13,Semi-Furnished,13.1,4,6.7,4.7,196.5
2811,Hyderabad,Gachibowli,1,1,632,6,0,11,13,Furnished,13.6,3.9,6.2,8.2,47.1
2812,Bengaluru,Electronic City,1,1,455,21,3,7,8,Unfurnished,8.8,4.9,1.9,5.5,25.3
2813,Hyderabad,Kukatpally,4,3,2256,0,1,17,25,Unfurnished,9.1,4.2,4.5,4.3,160.4
2814,Chennai,Anna Nagar,3,4,2138,4,2,7,19,Unfurnished,13,3,1.1,5,175
2815,Pune,Kharadi,2,2,1705,24,2,20,20,Semi-Furnished,4.8,3.2,0.6,1.5,132.2
2816,Pune,Hinjewadi,4,4,3135,7,0,10,29,Semi-Furnished,1.6,3.6,7.2,2.6,257.7
2817,Hyderabad,Kondapur,3,4,1529,13,2,6,6,Unfurnished,11.5,3.4,3.6,3.6,125
2818,Bengaluru,Marathahalli,4,4,3291,11,2,1,7,Furnished,14,4.5,4.6,3.3,313
2819,Pune,Wakad,1,1,865,17,1,7,19,Semi-Furnished,14,4.3,2.7,2.6,46.8
2820,Pune,Hinjewadi,4,4,3151,21,0,6,14,Unfurnished,11.5,3.2,6.4,4.9,194.6
2821,Chennai,Velachery,3,3,2016,11,2,2,17,Semi-Furnished,2.3,4.9,5.8,8.5,159.9
2822,Chennai,OMR,3,3,1498,0,2,2,13,Furnished,9.5,4.4,7,4.1,133.6
2823,Hyderabad,Miyapur,3,3,1377,14,1,2,20,Unfurnished,3,3.3,5.6,2.7,102.8
2824,Pune,Hadapsar,1,1,527,13,3,7,10,Unfurnished,2.5,3.5,3.8,9.2,33.3
2825,Chennai,Tambaram,5,5,4325,25,0,20,23,Furnished,11.5,3.8,3.7,7.4,258.4
2826,Bengaluru,Marathahalli,3,3,2593,19,1,2,30,Unfurnished,7.4,4.1,4.1,9.9,204.4
2827,Pune,Kharadi,5,5,2268,21,2,6,12,Semi-Furnished,13.5,4.1,1.9,2.7,189.2
2828,Pune,Hinjewadi,2,1,1395,14,0,7,15,Semi-Furnished,13.7,3.9,4.4,2.7,83
2829,Chennai,OMR,5,4,2681,12,3,8,13,Furnished,2.5,3.6,4.4,8.8,238.4
2830,Bengaluru,Marathahalli,5,5,3044,2,0,8,16,Semi-Furnished,10.1,3.1,4,9.2,273.9
2831,Bengaluru,Electronic City,1,1,746,25,0,5,5,Semi-Furnished,6.5,3.8,6.8,3.1,43.9
2832,Hyderabad,Kondapur,4,3,2089,13,1,4,30,Semi-Furnished,14.3,3.9,5,2.3,188.7
2833,Chennai,OMR,5,5,3995,20,0,24,30,Unfurnished,0.8,3.5,0.8,5.8,263.5
2834,Chennai,Tambaram,5,6,2322,12,1,19,27,Furnished,1.2,3.9,5,6.8,175.4
2835,Pune,Hadapsar,4,5,2566,1,1,17,18,Unfurnished,6,4.8,5.5,2.5,184.1
